"1","1","1","6927039","3","1"
"1","3","3","6927039","3","1"
"1","5","5","6927039","3","1"
"1","7","7","6927039","3","1"
"1","9","9","6927039","3","1"
"1","11","11","6927039","3","1"
"1","13","13","6927039","3","1"
"1","15","15","6927039","3","1"
"1","17","17","6927039","3","1"
"1","19","19","6927039","3","1"
"1","21","21","6927039","3","1"
"1","23","23","6927039","3","1"
"1","25","25","6927039","3","1"
"1","27","27","6927039","3","1"
"1","29","29","6927039","3","1"
"1","31","31","6927039","3","1"
"1","33","33","6927039","3","1"
"1","35","35","6927039","3","1"
"1","37","37","6927039","3","1"
"1","39","39","6927039","3","1"
"1","41","41","6927039","3","1"
"1","43","43","6927039","3","1"
"1","45","45","6927039","3","1"
"49","2208","1","6927040","3","1"
"49","2210","3","6927040","3","1"
"49","2212","5","6927040","3","1"
"49","2214","7","6927040","3","1"
"49","2216","9","6927040","3","1"
"49","2220","11","6927040","3","1"
"49","2222","13","6927040","3","1"
"49","2248","15","6927040","3","1"
"49","2224","17","6927040","3","1"
"49","2226","19","6927040","3","1"
"49","2228","21","6927040","3","1"
"49","2230","23","6927040","3","1"
"49","2232","25","6927040","3","1"
"49","2234","27","6927040","3","1"
"49","2236","29","6927040","3","1"
"49","2238","31","6927040","3","1"
"49","2240","33","6927040","3","1"
"49","2242","35","6927040","3","1"
"49","2218","37","6927040","3","1"
"49","2244","39","6927040","3","1"
"49","2246","41","6927040","3","1"
"49","2250","43","6927040","3","1"
"49","2252","45","6927040","3","1"
"17","736","1","6927041","3","4"
"17","738","3","6927041","3","4"
"17","740","5","6927041","3","4"
"17","742","7","6927041","3","4"
"17","744","9","6927041","3","4"
"17","748","11","6927041","3","4"
"17","750","13","6927041","3","4"
"17","776","15","6927041","3","4"
"17","752","17","6927041","3","4"
"17","754","19","6927041","3","4"
"17","756","21","6927041","3","4"
"17","758","23","6927041","3","4"
"17","760","25","6927041","3","4"
"17","762","27","6927041","3","4"
"17","764","29","6927041","3","4"
"17","766","31","6927041","3","4"
"17","768","33","6927041","3","4"
"17","770","35","6927041","3","4"
"17","746","37","6927041","3","4"
"17","772","39","6927041","3","4"
"17","774","41","6927041","3","4"
"17","778","43","6927041","3","4"
"17","780","45","6927041","3","4"
"61","2760","1","6927042","3","4"
"61","2762","3","6927042","3","4"
"61","2788","5","6927042","3","4"
"61","2790","7","6927042","3","4"
"61","2766","9","6927042","3","4"
"61","2770","11","6927042","3","4"
"61","2772","13","6927042","3","4"
"61","2774","15","6927042","3","4"
"61","2776","17","6927042","3","4"
"61","2778","19","6927042","3","4"
"61","2780","21","6927042","3","4"
"61","2782","23","6927042","3","4"
"61","2784","25","6927042","3","4"
"61","2764","27","6927042","3","4"
"61","2786","29","6927042","3","4"
"61","2792","31","6927042","3","4"
"61","2794","33","6927042","3","4"
"61","2796","35","6927042","3","4"
"61","2768","37","6927042","3","4"
"61","2798","39","6927042","3","4"
"61","2800","41","6927042","3","4"
"61","2802","43","6927042","3","4"
"61","2804","45","6927042","3","4"
"63","2874","1","6927043","3","11"
"63","2876","3","6927043","3","11"
"63","2860","5","6927043","3","11"
"63","2862","7","6927043","3","11"
"63","2864","9","6927043","3","11"
"63","2866","11","6927043","3","11"
"63","2890","13","6927043","3","11"
"63","2892","15","6927043","3","11"
"63","2868","17","6927043","3","11"
"63","2870","19","6927043","3","11"
"63","2872","21","6927043","3","11"
"63","2854","23","6927043","3","11"
"63","2878","25","6927043","3","11"
"63","2856","27","6927043","3","11"
"63","2858","29","6927043","3","11"
"63","2880","31","6927043","3","11"
"63","2882","33","6927043","3","11"
"63","2852","35","6927043","3","11"
"63","2884","37","6927043","3","11"
"63","2886","39","6927043","3","11"
"63","2888","41","6927043","3","11"
"63","2894","43","6927043","3","11"
"63","2896","45","6927043","3","11"
"57","2576","1","6927045","3","12"
"57","2578","3","6927045","3","12"
"57","2580","5","6927045","3","12"
"57","2582","7","6927045","3","12"
"57","2584","9","6927045","3","12"
"57","2588","11","6927045","3","12"
"57","2590","13","6927045","3","12"
"57","2616","15","6927045","3","12"
"57","2592","17","6927045","3","12"
"57","2594","19","6927045","3","12"
"57","2596","21","6927045","3","12"
"57","2598","23","6927045","3","12"
"57","2600","25","6927045","3","12"
"57","2602","27","6927045","3","12"
"57","2604","29","6927045","3","12"
"57","2606","31","6927045","3","12"
"57","2608","33","6927045","3","12"
"57","2610","35","6927045","3","12"
"57","2586","37","6927045","3","12"
"57","2612","39","6927045","3","12"
"57","2614","41","6927045","3","12"
"57","2618","43","6927045","3","12"
"57","2620","45","6927045","3","12"
"33","1472","254","6927044","12","12"
"33","1496","256","6927044","12","12"
"33","1476","258","6927044","12","12"
"33","1478","260","6927044","12","12"
"33","1504","262","6927044","12","12"
"33","1506","264","6927044","12","12"
"33","1488","266","6927044","12","12"
"33","1490","268","6927044","12","12"
"33","1508","270","6927044","12","12"
"33","1492","272","6927044","12","12"
"33","1512","274","6927044","12","12"
